open,high,low,close,volume
1.2203,1.2256,1.2183,1.221,195141.9
1.2206,1.2235,1.217,1.2226,207564.3
1.2225,1.2245,1.2196,1.2211,214299.0
1.2213,1.2293,1.2173,1.2218,238470.7
1.2218,1.2275,1.2175,1.2264,264865.4
1.2263,1.2454,1.2263,1.2443,456548.9
1.2443,1.2573,1.2439,1.2478,374222.3
1.2474,1.2525,1.2439,1.2472,362240.7
1.2472,1.2619,1.2441,1.2613,542878.6
1.2616,1.2687,1.2576,1.2612,663258.4
1.2612,1.2617,1.2445,1.2496,451217.3
1.2495,1.2575,1.2435,1.2479,463791.1
1.2481,1.267,1.24,1.2538,560378.6
1.2535,1.2592,1.248,1.2535,420029.1
1.2543,1.2549,1.2376,1.2468,690465.8
1.2471,1.2479,1.2344,1.2347,723855.6
1.2349,1.2466,1.2299,1.2455,503286.3
1.2455,1.2497,1.235,1.2376,533219.1
1.2381,1.2509,1.2344,1.248,305733.5
1.2483,1.2483,1.2333,1.2345,561297.2
1.2345,1.2367,1.2206,1.2289,587601.4
1.229,1.2315,1.2216,1.2308,260155.3
1.231,1.2376,1.2261,1.2292,284768.3
1.2294,1.2314,1.2252,1.2276,365086.7
1.2279,1.2279,1.2212,1.2228,411035.7
1.2232,1.2232,1.2038,1.2053,515307.7
1.2053,1.209,1.1793,1.1832,1396240.5
1.1825,1.1913,1.17,1.1717,1500014.4
1.1718,1.1775,1.158,1.1737,1145608.1
1.1738,1.1819,1.1716,1.1817,483252.2
1.1817,1.1936,1.1762,1.191,304240.6
1.1915,1.2052,1.1897,1.2037,349164.6
1.2039,1.21,1.1967,1.1973,396228.3
1.1967,1.1971,1.1862,1.1876,416667.8
1.1876,1.1945,1.1832,1.19,496992.1
1.1899,1.1919,1.1787,1.1898,447815.9
1.1903,1.2003,1.1838,1.1996,504303.6
1.1995,1.2259,1.1994,1.2117,1090020.1
1.2117,1.2141,1.2057,1.2091,602915.1
1.2089,1.2169,1.2067,1.2085,333366.3
1.2089,1.2109,1.1916,1.196,794374.4
1.1962,1.2014,1.1917,1.1984,567291.2
1.1985,1.2043,1.1964,1.2004,514736.3
1.2005,1.2025,1.1918,1.1942,683012.7
1.1936,1.1962,1.1649,1.1666,1569504.7
1.1669,1.1762,1.1302,1.1421,2199715.3
1.1423,1.1577,1.1272,1.1438,1838482.1
1.1437,1.1584,1.1379,1.1564,983222.0
1.1561,1.1618,1.1518,1.1581,332481.5
1.1586,1.1642,1.1467,1.1489,345329.3
1.149,1.1687,1.1467,1.1666,430991.7
1.1668,1.1668,1.1525,1.1544,419684.9
1.1545,1.1567,1.1497,1.1529,218828.0
1.1525,1.1532,1.1382,1.1385,560381.2
1.1382,1.1482,1.133,1.1357,752720.3
1.1354,1.1433,1.1288,1.1395,698697.6
1.1398,1.1459,1.1396,1.1452,506291.2
1.1449,1.1462,1.1399,1.1432,120609.0
1.1428,1.1469,1.1352,1.1432,336854.8
1.1431,1.1439,1.1331,1.1414,441626.1
1.1412,1.1564,1.1392,1.1554,620011.0
1.155,1.1572,1.1507,1.1509,338746.9
1.1508,1.1509,1.1354,1.1427,715159.5
1.1428,1.1551,1.1399,1.1545,330333.5
1.1547,1.1671,1.1546,1.1648,470028.8
1.1644,1.1699,1.1625,1.164,242461.5
1.164,1.172,1.1607,1.1717,488573.1
1.1718,1.1783,1.1632,1.1654,370115.5
1.1651,1.1685,1.1578,1.1666,303846.5
1.1675,1.179,1.1669,1.1787,320691.8
1.1789,1.1814,1.1618,1.1656,517573.5
1.1661,1.1726,1.1586,1.1685,540983.8
1.1693,1.1834,1.1684,1.1776,317705.0
1.1769,1.1902,1.1715,1.1894,459908.4
1.1894,1.1928,1.1784,1.1875,543886.8
1.1877,1.1945,1.177,1.1864,661932.0
1.186,1.1871,1.1627,1.1627,560497.0
1.1629,1.1751,1.1466,1.1553,941231.1
1.1559,1.1627,1.1532,1.1554,313852.8
1.1552,1.1627,1.1533,1.1579,271058.1
1.1578,1.1588,1.1365,1.1399,766851.1
1.1395,1.1446,1.1285,1.1378,526820.4
1.1382,1.1386,1.1197,1.1238,423751.4
1.1241,1.1467,1.1237,1.1454,476937.5
1.1456,1.1554,1.1422,1.1533,204991.7
1.1533,1.1561,1.1511,1.1537,156519.2
1.1539,1.1549,1.1489,1.1515,178315.5
1.1517,1.152,1.1415,1.143,301362.4
1.143,1.1449,1.1362,1.1433,164817.1
1.1432,1.1502,1.1429,1.1502,142301.5
1.1499,1.1557,1.1475,1.1553,252190.4
1.1552,1.1656,1.152,1.1647,237664.2
1.1647,1.1671,1.1626,1.1657,303761.3
1.1657,1.1733,1.159,1.1594,405415.4
1.1594,1.1641,1.1557,1.1599,185199.7
1.1597,1.1628,1.1528,1.1609,312806.0
1.1611,1.1653,1.1555,1.1625,298999.6
1.1626,1.1643,1.1551,1.1616,484411.9
1.1616,1.1704,1.1614,1.1645,434216.6
1.1645,1.1671,1.1546,1.1634,405508.1
1.1633,1.1761,1.1617,1.17,476940.9
1.1701,1.1746,1.1629,1.1734,394919.3
1.1734,1.1734,1.1696,1.1703,198446.9
1.1704,1.1788,1.1693,1.1778,346713.1
1.1778,1.1864,1.1738,1.1825,599575.1
1.1825,1.1931,1.1801,1.1897,412535.1
1.1897,1.2045,1.1888,1.2026,426153.4
1.2028,1.2075,1.1872,1.1981,775202.5
1.1979,1.2077,1.1915,1.1936,539412.3
1.1933,1.1987,1.187,1.1911,449109.3
1.1911,1.1989,1.1888,1.1955,383337.7
1.1954,1.2022,1.1909,1.2001,388886.8
1.2001,1.2007,1.1766,1.1793,1100952.3
1.1793,1.1841,1.177,1.1807,466167.6
1.1808,1.1833,1.1695,1.1696,453730.6
1.1696,1.1716,1.1611,1.1653,492127.1
1.1653,1.1732,1.1648,1.172,790762.4
1.1718,1.2097,1.1703,1.2095,800492.4
1.2094,1.2166,1.1952,1.1979,993262.7
1.198,1.2001,1.1902,1.1917,575921.0
1.1917,1.1961,1.1904,1.1941,224568.3
1.1941,1.2019,1.1929,1.1998,267232.9
1.1997,1.2021,1.194,1.1962,363391.6
1.1958,1.1995,1.1914,1.1965,271847.6
1.1965,1.2107,1.1963,1.2096,287172.4
1.2096,1.22,1.2067,1.2085,662208.3
1.2086,1.2154,1.2019,1.2035,451955.0
1.2034,1.2094,1.2001,1.2054,345189.6
1.2054,1.2165,1.2009,1.2142,417323.5
1.2142,1.2167,1.2084,1.2098,458323.9
1.2097,1.2146,1.2067,1.2117,256161.9
1.2114,1.2199,1.2112,1.2161,436474.0
1.2159,1.2208,1.21,1.2107,329386.3
1.2107,1.2281,1.2103,1.2256,658845.9
1.2256,1.2291,1.1866,1.1914,1348627.7
1.1912,1.1989,1.1759,1.1873,1309456.6
1.1871,1.1921,1.1687,1.1813,829750.1
1.1814,1.1872,1.1721,1.1782,504124.0
1.1781,1.193,1.1722,1.1891,379601.0
1.1894,1.2018,1.1872,1.1927,555567.7
1.1926,1.2083,1.1897,1.2005,562807.3
1.2005,1.2008,1.1892,1.1947,476616.0
1.1951,1.1965,1.1881,1.1946,395516.3
1.1946,1.1954,1.1892,1.1895,228349.1
1.1896,1.191,1.1755,1.1798,536364.3
1.1798,1.1897,1.1785,1.1807,415863.9
1.1807,1.1826,1.1745,1.1817,339385.6
1.1814,1.1912,1.1813,1.1908,238223.0
1.191,1.1968,1.1905,1.1928,892629.3
1.1929,1.1998,1.1923,1.1994,400706.9
1.1993,1.2,1.1675,1.1738,1346994.8
1.1738,1.1876,1.172,1.1844,317564.7
1.1842,1.1946,1.1825,1.1923,250251.0
1.1923,1.1948,1.1827,1.1871,211323.0
1.1868,1.1931,1.1833,1.1919,176527.6
1.1916,1.192,1.1791,1.1799,717112.2
1.1797,1.1858,1.1768,1.1778,686300.9
1.1777,1.1857,1.1734,1.1738,314456.7
1.174,1.1865,1.1734,1.1836,208792.2
1.1835,1.189,1.1744,1.1764,381182.0
1.1765,1.1818,1.172,1.1745,284902.8
1.1743,1.1749,1.1403,1.1528,2474481.4
1.1525,1.1575,1.1,1.1221,2940120.7
1.1222,1.1416,1.1165,1.1367,1980679.4
1.1366,1.1429,1.1176,1.1197,1391638.2
1.1198,1.1287,1.0907,1.1276,2718664.5
1.1277,1.1468,1.1269,1.1442,969829.3
1.144,1.1778,1.1407,1.1763,1483955.2
1.1765,1.1794,1.1546,1.1551,865438.1
1.1556,1.1673,1.1518,1.1608,736530.3
1.1612,1.1621,1.1482,1.1577,590235.8
1.1577,1.1721,1.1512,1.1656,486154.4
1.1656,1.1718,1.157,1.171,379415.2
1.171,1.174,1.1545,1.1569,550562.9
1.1566,1.1593,1.1425,1.1494,588817.8
1.1493,1.1527,1.14,1.1479,537703.1
1.1478,1.151,1.1342,1.1395,562606.2
1.1394,1.16,1.1348,1.1583,476799.3
1.1586,1.1642,1.1543,1.1637,633929.1
1.1635,1.1727,1.1592,1.1664,583757.5
1.1661,1.1743,1.1644,1.17,293191.0
1.1697,1.18,1.1682,1.1794,460838.6
1.179,1.1909,1.177,1.1859,486920.5
1.1857,1.1861,1.1681,1.1687,419983.9
1.1686,1.1799,1.1633,1.1792,324124.0
1.179,1.181,1.1713,1.1805,146391.1
1.1805,1.1886,1.1772,1.1881,311897.0
1.1884,1.2041,1.1869,1.2035,720898.1
1.2033,1.2085,1.1974,1.2028,458079.7
1.2029,1.2094,1.1993,1.2027,486405.7
1.2024,1.2147,1.2005,1.2095,622848.4
1.2094,1.2198,1.2057,1.2172,1143912.8
1.2185,1.2638,1.2181,1.2579,2489063.9
1.2578,1.2832,1.2529,1.2821,1759556.3
1.2824,1.2972,1.2714,1.278,2568457.8
1.2784,1.28,1.2537,1.2604,1509299.5
1.26,1.2741,1.2565,1.266,646685.1
1.2661,1.269,1.2513,1.252,454211.3
1.252,1.2622,1.2519,1.2596,334797.3
1.2597,1.261,1.2466,1.2536,556241.5
1.2542,1.2597,1.2363,1.2382,817705.6
1.2385,1.2497,1.2316,1.2424,931238.0
1.242,1.2529,1.2414,1.2422,568717.2
1.2423,1.2654,1.2419,1.2598,686189.1
1.2597,1.2902,1.2592,1.2901,1482898.6
1.2901,1.2992,1.2752,1.2804,967081.1
1.2804,1.2909,1.274,1.2818,738567.0
1.2823,1.2922,1.2708,1.2822,936291.7
1.2812,1.294,1.2726,1.2932,713954.6
1.2932,1.3,1.2873,1.2981,1002531.6
1.2982,1.3143,1.2901,1.2993,3501655.1
1.2993,1.3219,1.2869,1.2886,2762131.5
1.2883,1.3158,1.2864,1.3077,1205889.5
1.3072,1.3237,1.2994,1.3011,1283840.1
1.3007,1.306,1.2917,1.2917,856999.2
1.292,1.3069,1.286,1.3038,497347.2
1.3034,1.316,1.3028,1.309,794280.2
1.3089,1.3295,1.3053,1.3193,705574.3
1.3194,1.3214,1.3054,1.3064,851075.5
1.3062,1.3213,1.3041,1.3136,937939.3
1.3136,1.3147,1.3031,1.3045,486184.1
1.3042,1.3067,1.2974,1.3055,630285.6
1.3056,1.3237,1.304,1.3163,692487.8
1.3166,1.3447,1.3137,1.3287,1438218.8
1.3289,1.3428,1.3176,1.325,1388417.2
1.3253,1.3297,1.3165,1.323,495996.3
1.3229,1.3262,1.3151,1.3178,580942.6
1.3176,1.3219,1.3054,1.3076,738754.6
1.308,1.3135,1.3015,1.3089,1092307.0
1.3089,1.3138,1.3037,1.3101,327858.2
1.3104,1.3104,1.2992,1.3042,753339.2
1.3043,1.3053,1.2927,1.2941,693782.8
1.2946,1.3004,1.2884,1.2928,455310.4
1.2924,1.2977,1.2914,1.2967,379378.7
1.2967,1.2967,1.2889,1.2945,384550.4
1.2949,1.3087,1.2942,1.3031,568344.0
1.3028,1.3061,1.2941,1.2969,432294.0
1.2972,1.2985,1.2891,1.2985,250975.2
1.2983,1.3033,1.2943,1.2962,490974.5
1.2976,1.3032,1.2937,1.3031,167376.3
1.3028,1.3135,1.3014,1.3135,269571.7
1.3135,1.315,1.3076,1.3101,282578.2
1.3102,1.3136,1.3027,1.3068,298317.6
1.3073,1.3073,1.2998,1.3049,400656.2
1.3048,1.3072,1.3008,1.3044,328145.2
1.3048,1.3107,1.2983,1.3095,361972.9
1.3092,1.3115,1.3027,1.3041,414387.3
1.3041,1.3167,1.3028,1.3087,450064.2
1.3088,1.3093,1.303,1.307,312344.5
1.3066,1.3146,1.3062,1.31,538695.8
1.31,1.3122,1.3023,1.3086,701226.5
1.3077,1.3125,1.2858,1.287,589222.6
1.2867,1.2899,1.2622,1.2807,1414967.2
1.2806,1.287,1.2789,1.2825,447646.7
1.2827,1.2896,1.2813,1.289,311598.6
1.289,1.2989,1.2831,1.2876,482512.1
1.2872,1.292,1.2813,1.2828,342971.0
1.2828,1.2957,1.2812,1.2893,482919.4
1.2892,1.2909,1.2752,1.283,391186.0
1.2826,1.2861,1.2658,1.2696,663308.6
1.2695,1.2945,1.2661,1.294,840844.8
1.294,1.3042,1.2864,1.2962,1613484.4
1.2967,1.3001,1.29,1.2931,445709.7
1.293,1.3134,1.2778,1.3067,891913.2
1.3065,1.3138,1.2994,1.3131,696552.8
1.3138,1.3222,1.3105,1.3161,886734.8
1.317,1.3239,1.3033,1.3114,514098.4
1.312,1.3262,1.2858,1.2858,1175761.4
1.2859,1.2927,1.2729,1.2791,1177822.1
1.2797,1.2932,1.265,1.2655,1076570.0
1.2654,1.2723,1.235,1.2536,2045887.8
1.2535,1.2752,1.2479,1.2567,981362.8
1.2562,1.27,1.2514,1.2665,468422.0
1.2668,1.2726,1.257,1.2628,833851.4
1.2628,1.2762,1.2533,1.2752,445738.5
1.2755,1.2935,1.2735,1.2912,451613.8
1.2911,1.2922,1.2799,1.2846,289362.1
1.2849,1.286,1.2736,1.2825,472660.9
1.2835,1.2903,1.2818,1.2861,183755.0
1.2854,1.3019,1.2836,1.2973,384796.7
1.2978,1.3078,1.2978,1.3025,605118.8
1.3029,1.3086,1.302,1.3055,244338.3
1.3057,1.3097,1.3029,1.3045,151468.8
1.3049,1.3114,1.2964,1.3106,513441.8
1.3105,1.319,1.3014,1.3017,482622.2
1.3016,1.3066,1.2856,1.2934,587314.4
1.2932,1.3001,1.265,1.2949,2488129.5
1.2949,1.3154,1.2807,1.3027,2223886.7
1.3031,1.3121,1.2927,1.3044,505724.0
1.3045,1.3156,1.298,1.3093,859628.5
1.3093,1.3128,1.3001,1.3001,253555.5
1.3003,1.3099,1.2981,1.3056,254812.0
1.3064,1.3285,1.3064,1.3281,369138.7
1.3281,1.333,1.3177,1.3281,461590.4
1.328,1.3326,1.3157,1.318,283428.0
1.3174,1.3213,1.2977,1.2983,375628.6
1.2985,1.2993,1.2673,1.2721,1856350.4
1.2721,1.293,1.2713,1.2905,630260.9
1.2906,1.2925,1.2848,1.2851,369707.7
1.2854,1.2866,1.2687,1.2733,803560.5
1.2735,1.2746,1.2556,1.2633,625002.8
1.263,1.2827,1.2595,1.2748,1053085.4
1.2751,1.2898,1.2736,1.2767,721923.3
1.2767,1.2775,1.2541,1.2561,1396043.0
1.2561,1.2744,1.2374,1.253,1835377.3
1.2533,1.2687,1.2458,1.2676,766144.4
1.2677,1.2747,1.2622,1.2699,422236.7
1.2694,1.2969,1.2652,1.296,683215.5
1.2964,1.3122,1.2956,1.3002,897809.5
1.3001,1.3167,1.2877,1.3164,1457449.2
1.3166,1.3172,1.2945,1.2998,635648.0
1.2998,1.3292,1.2996,1.3241,1110162.3
1.3246,1.3556,1.3207,1.3276,1645657.5
1.3281,1.3346,1.3115,1.313,1006077.4
1.3129,1.3155,1.3,1.3014,831444.9
1.3015,1.321,1.2939,1.3196,1196502.3
1.3192,1.3332,1.3159,1.3223,470061.4
1.3233,1.3445,1.3222,1.338,692188.6
1.3381,1.343,1.3271,1.328,424712.2
1.3281,1.331,1.3121,1.3139,320184.2
1.3129,1.3263,1.3127,1.3195,233615.8
1.3201,1.3212,1.2979,1.3015,732288.0
1.3011,1.3047,1.2914,1.3012,456744.6
1.3012,1.307,1.2901,1.2908,329565.5
1.2907,1.2929,1.279,1.292,395620.1
1.2928,1.3043,1.2899,1.3005,342163.0
1.3005,1.3117,1.2962,1.2962,381900.7
1.2961,1.302,1.2911,1.2933,290331.0
1.2936,1.3091,1.2919,1.3039,338779.1
1.3043,1.312,1.303,1.3104,241874.4
1.3107,1.3174,1.3021,1.3031,381050.2
1.3032,1.3185,1.2991,1.3183,616117.0
1.3183,1.3365,1.3171,1.3248,1142789.7
1.3248,1.3376,1.3208,1.322,713627.7
1.3218,1.3291,1.3177,1.3244,355341.9
1.3247,1.326,1.3135,1.3206,367677.6
1.3202,1.3375,1.3181,1.3364,727523.3
1.3364,1.3377,1.328,1.334,493043.5
1.3338,1.3374,1.3303,1.3341,404103.3
1.3337,1.3499,1.3308,1.3434,613090.0
1.3439,1.3604,1.3353,1.3556,750225.8
1.3555,1.359,1.3442,1.3517,554474.3
1.3514,1.3553,1.3387,1.3387,529458.5
1.3385,1.3568,1.3337,1.3538,394399.9
1.354,1.3739,1.3529,1.3676,1127120.5
1.3678,1.3783,1.3578,1.3716,747021.2
1.3713,1.3965,1.3681,1.3909,1323861.9
1.3909,1.4195,1.3869,1.413,2159009.1
1.4137,1.44,1.4137,1.4234,2777789.5
1.4235,1.4364,1.41,1.4286,1221891.8
1.4281,1.4317,1.3902,1.4101,1765354.9
1.4104,1.4114,1.382,1.3905,932051.6
1.3898,1.3983,1.3848,1.3885,565401.4
1.389,1.398,1.3659,1.3755,1976880.9
1.3759,1.3792,1.3592,1.3754,2570690.4
1.3754,1.3782,1.3616,1.3772,877275.3
1.3764,1.379,1.3552,1.3653,976646.3
1.3653,1.3718,1.3554,1.3694,819797.9
1.369,1.3726,1.364,1.371,450119.3
1.371,1.3814,1.3627,1.38,599787.7
1.3806,1.3806,1.3392,1.3475,1419057.4
1.3473,1.355,1.336,1.3405,825451.1
1.3418,1.3606,1.339,1.3558,753181.4
1.3562,1.3758,1.3537,1.3537,773523.5
1.3536,1.3692,1.3534,1.357,331833.4
1.3565,1.3613,1.3385,1.3604,734036.7
1.3609,1.3702,1.3558,1.3602,604886.7
1.3603,1.3653,1.3508,1.3541,479509.3
1.3547,1.363,1.3508,1.36,296445.9
1.3591,1.3676,1.3566,1.3622,241312.0
1.3624,1.3659,1.3577,1.3629,125736.6
1.3629,1.3676,1.3572,1.3588,385427.7
1.3591,1.367,1.3492,1.3566,397124.7
1.3565,1.359,1.3525,1.3574,151665.0
1.3574,1.3593,1.3436,1.3454,319186.8
1.3452,1.3478,1.3355,1.3444,649716.2
1.3429,1.3543,1.3394,1.3478,202443.4
1.3476,1.3546,1.3355,1.3366,258600.9
1.337,1.3421,1.3174,1.3277,867585.7
1.3276,1.3424,1.3135,1.3276,1062134.0
1.3278,1.3302,1.3118,1.3161,761605.2
1.3162,1.3354,1.3065,1.3309,919236.9
1.3309,1.3362,1.3224,1.333,441482.5
1.3328,1.344,1.3263,1.3418,477771.5
1.3424,1.3427,1.3325,1.3387,192373.0
1.3387,1.3427,1.3342,1.342,169938.8
1.3421,1.3448,1.338,1.3403,162449.6
1.3401,1.3499,1.3318,1.3325,353960.3
1.3325,1.3361,1.271,1.2858,1952469.7
1.2864,1.3141,1.2858,1.3106,1444523.9
1.3104,1.3496,1.3101,1.3462,872243.0
1.3464,1.3621,1.3254,1.3576,1176640.1
1.3574,1.3809,1.3569,1.3755,1151729.4
1.3762,1.3774,1.3463,1.3532,885577.3
1.353,1.3604,1.3491,1.3505,396300.3
1.3508,1.353,1.3335,1.3478,899138.2
1.3478,1.379,1.3465,1.3703,1339288.2
1.3706,1.382,1.3629,1.3711,659062.0
1.371,1.4077,1.367,1.407,1068627.6
1.4069,1.4087,1.3868,1.388,763153.8
1.388,1.41,1.3807,1.4091,1032610.3
1.4092,1.4137,1.3969,1.3998,882370.6
1.3999,1.4049,1.3882,1.3889,662903.9
1.3889,1.3902,1.382,1.3876,528316.0
1.3877,1.3925,1.383,1.3876,257502.0
1.3873,1.3963,1.3837,1.396,494347.2
1.396,1.3982,1.3865,1.392,235312.3
1.3917,1.392,1.3817,1.3859,438238.7
1.3859,1.3952,1.3777,1.3828,467956.1
1.3827,1.3968,1.3818,1.3953,305093.4
1.3955,1.3974,1.3897,1.3928,535684.2
1.393,1.3952,1.3862,1.3884,180269.7
1.3885,1.3906,1.38,1.3815,275993.3
1.3819,1.3876,1.3799,1.3822,181912.3
1.3827,1.3874,1.3807,1.3861,159911.7
1.3862,1.3907,1.3806,1.3904,231652.4
1.3907,1.3935,1.3853,1.3853,169251.0
1.3856,1.3861,1.3796,1.3826,280191.9
1.3828,1.3838,1.3746,1.3761,423772.3
1.3763,1.384,1.3762,1.384,211963.4
1.3843,1.3891,1.3809,1.3821,170559.9
1.3816,1.388,1.3801,1.3807,240235.5
1.3806,1.3923,1.3757,1.3878,250377.5
1.3878,1.3933,1.3791,1.3797,342668.0
1.3796,1.3899,1.3788,1.3858,284049.4
1.386,1.3913,1.3829,1.3853,208078.6
1.3853,1.3902,1.3812,1.3896,175788.6
1.3896,1.3986,1.3884,1.392,588356.2
1.3916,1.396,1.3883,1.3925,693955.0
1.3924,1.3994,1.3869,1.3914,401379.0
1.3912,1.392,1.3773,1.3775,305262.2
1.3774,1.3791,1.354,1.3586,1082197.2
1.358,1.3615,1.3464,1.3486,708474.1
1.3488,1.3555,1.3419,1.3519,419992.3
1.3519,1.3541,1.3376,1.3415,599382.0
1.3412,1.346,1.323,1.3256,881759.5
1.3252,1.3355,1.3243,1.3301,430069.2
1.3301,1.3355,1.3236,1.3324,335855.3
1.332,1.338,1.3314,1.3349,199214.4
1.3352,1.3427,1.3302,1.3335,451491.2
1.3335,1.3356,1.3262,1.3302,252789.7
1.3304,1.3324,1.3202,1.3211,268514.3
1.321,1.3336,1.3207,1.3317,201892.5
1.3316,1.3431,1.3297,1.3388,462866.4
1.339,1.3405,1.3214,1.3258,416016.5
1.3257,1.3294,1.3138,1.3149,575550.8
1.3146,1.3169,1.2993,1.3028,1253261.1
1.303,1.3154,1.3,1.3145,497606.4
1.3147,1.3156,1.2999,1.3124,629955.9
1.312,1.3351,1.3089,1.3265,1056470.6
1.3264,1.33,1.3068,1.3231,619952.9
1.3231,1.3337,1.3176,1.3216,505035.2
1.3213,1.3354,1.318,1.3332,485554.4
1.3332,1.3373,1.3223,1.3304,1035415.2
1.3303,1.3485,1.33,1.3478,574392.1
1.3478,1.3485,1.334,1.3441,681536.5
1.344,1.3472,1.3393,1.343,308884.7
1.3425,1.3547,1.3415,1.3524,445264.5
1.3526,1.3595,1.3407,1.3516,534378.8
1.3514,1.3523,1.3384,1.3399,525323.5
1.3404,1.349,1.3394,1.3444,201757.1
1.3442,1.3526,1.3438,1.346,238685.2
1.3458,1.3505,1.3434,1.3498,185772.3
1.3499,1.3542,1.3465,1.3524,273336.5
1.3517,1.3526,1.3474,1.3488,261583.4
1.349,1.3628,1.3477,1.362,298797.6
1.3619,1.3651,1.3509,1.3528,494754.2
1.3528,1.3625,1.3488,1.3599,413573.5
1.3602,1.3647,1.358,1.364,293245.6
1.364,1.3649,1.3569,1.3579,238392.0
1.358,1.3619,1.355,1.3556,127095.5
1.3558,1.3645,1.355,1.363,295452.2
1.363,1.3637,1.3559,1.3583,313503.5
1.3581,1.3609,1.3513,1.354,235399.2
1.3541,1.3599,1.3525,1.359,128013.7
1.3589,1.3629,1.3569,1.3617,176382.1
1.3616,1.365,1.3561,1.3565,196178.3
1.3563,1.357,1.3514,1.3517,149308.3
1.352,1.3521,1.3423,1.346,265090.2
1.3457,1.351,1.3412,1.3494,639323.4
1.3491,1.3508,1.3472,1.349,179490.7
1.3491,1.3529,1.3481,1.3508,157753.0
1.3511,1.3521,1.3443,1.3452,225213.3
1.3451,1.3568,1.3422,1.3434,339478.4
1.3436,1.3525,1.3436,1.3501,222281.8
1.3501,1.3505,1.3468,1.3476,214597.2
1.3475,1.3481,1.3413,1.3416,219379.5
1.3415,1.3446,1.3365,1.3418,238249.2
1.3416,1.3433,1.3246,1.3275,431270.7
1.3272,1.3395,1.3262,1.3374,266773.6
1.3375,1.3402,1.3357,1.3401,128512.6
1.3401,1.3543,1.3373,1.3508,564534.3
1.351,1.3524,1.3389,1.3432,423496.6
1.3431,1.3459,1.333,1.3348,355336.9
1.3346,1.3349,1.3262,1.3324,491299.8
1.3323,1.3386,1.3307,1.3328,186013.7
1.3323,1.3374,1.3274,1.3276,133393.1
1.328,1.3329,1.3256,1.3319,286871.1
1.332,1.3366,1.3318,1.3328,52730.7
1.3331,1.3387,1.329,1.3383,88873.4
1.3383,1.3417,1.3376,1.3393,81842.6
1.3393,1.3403,1.3352,1.3388,164121.4
1.3387,1.3397,1.3342,1.3352,77545.5
1.3354,1.3364,1.3279,1.3279,153393.9
1.3279,1.3325,1.3247,1.3316,270217.6
1.3314,1.3402,1.331,1.3388,395797.9
1.3391,1.3481,1.339,1.3411,348948.4
1.341,1.3511,1.3352,1.3486,367217.7
1.3485,1.3505,1.341,1.3446,162707.6
1.3444,1.3454,1.3406,1.343,269100.1
1.343,1.3527,1.3428,1.3479,199782.5
1.3476,1.3524,1.3452,1.3522,140125.5
1.3522,1.3553,1.3489,1.3525,145391.1
1.3524,1.3524,1.3425,1.3434,225162.0
1.3428,1.3475,1.3412,1.3466,158649.1
1.3464,1.3501,1.3416,1.3482,102108.5
1.3483,1.3519,1.3461,1.3512,227304.1
1.3511,1.3575,1.3484,1.3557,184218.7
1.3553,1.3609,1.3452,1.3497,1370779.1
1.3498,1.3517,1.3423,1.3425,284705.7
1.3424,1.3453,1.3383,1.3443,242226.8
1.3443,1.3454,1.3368,1.3394,270420.5
1.3395,1.341,1.3321,1.3392,382526.9
1.3394,1.3419,1.3321,1.3386,227482.1
1.3389,1.341,1.3302,1.3387,284610.3
1.3388,1.3402,1.33,1.3328,248699.7
1.3331,1.3456,1.3318,1.3437,311717.5
1.3436,1.3494,1.342,1.3472,206917.7
1.347,1.367,1.3463,1.3645,746506.8
1.3644,1.3672,1.3604,1.3633,407612.3
1.3634,1.3766,1.3592,1.3727,563210.4
1.3725,1.3753,1.3545,1.366,515422.1
1.366,1.3729,1.3564,1.37,370101.1
1.3697,1.3697,1.359,1.3616,187285.4
1.362,1.3645,1.3509,1.3629,372429.7
1.3625,1.37,1.3591,1.366,227921.5
1.366,1.3731,1.366,1.3678,156629.2
1.3676,1.3676,1.3604,1.3663,226268.1
1.3662,1.3667,1.3595,1.3625,291471.0
1.3624,1.3643,1.3546,1.3594,252824.2
1.3594,1.3644,1.356,1.361,157670.5
1.361,1.3619,1.3556,1.358,151979.8
1.3581,1.3598,1.351,1.3518,197252.8
1.3519,1.3586,1.347,1.3512,222524.4
1.3512,1.3566,1.3469,1.3552,132575.5
1.3553,1.3596,1.353,1.3582,160863.4
1.3583,1.3663,1.3555,1.3631,156593.6
1.363,1.3649,1.3522,1.3558,197485.2
1.3556,1.3586,1.3489,1.3559,148601.0
1.356,1.3776,1.356,1.3763,408821.8
1.3763,1.3915,1.3727,1.3897,808099.4
1.3899,1.395,1.3822,1.385,642545.2
1.3852,1.3852,1.3728,1.3775,603372.9
1.3775,1.3809,1.371,1.3799,292927.6
1.3797,1.3875,1.3749,1.3854,317952.6
1.3853,1.3891,1.3683,1.3769,295708.7
1.3769,1.3788,1.3715,1.3765,200189.7
1.3764,1.395,1.369,1.3897,643735.2
1.3896,1.3983,1.3858,1.3941,291977.9
1.3944,1.3973,1.3869,1.3887,284524.6
1.3885,1.3963,1.383,1.3944,211089.0
1.3944,1.3964,1.3839,1.3889,272701.0
1.3888,1.3948,1.3808,1.3913,284999.6
1.3913,1.399,1.383,1.3919,245421.8
1.392,1.4018,1.3911,1.397,401594.3
1.3971,1.3975,1.3889,1.3908,194278.8
1.3908,1.3915,1.3841,1.3864,329416.3
