timestamp,open,high,low,close,volume
2025-01-17 10:00:00+00:00,0.031,0.197,0.031,0.1392,453886147.0
2025-01-17 10:15:00+00:00,0.1391,0.1488,0.1359,0.1446,112122522.0
2025-01-17 10:30:00+00:00,0.1446,0.1624,0.1422,0.1606,144194412.0
2025-01-17 10:45:00+00:00,0.1607,0.1624,0.1452,0.1505,130242677.0
2025-01-17 11:00:00+00:00,0.1505,0.1523,0.1441,0.1469,65670709.0
2025-01-17 11:15:00+00:00,0.1469,0.1492,0.1412,0.1426,50600166.0
2025-01-17 11:30:00+00:00,0.1426,0.1446,0.135,0.1439,64805653.0
2025-01-17 11:45:00+00:00,0.1439,0.1522,0.1438,0.1483,46849702.0
2025-01-17 12:00:00+00:00,0.1484,0.1485,0.1435,0.1456,25863919.0
2025-01-17 12:15:00+00:00,0.1457,0.1543,0.1457,0.1502,58553349.0
2025-01-17 12:30:00+00:00,0.1502,0.1514,0.1447,0.1473,31096819.0
2025-01-17 12:45:00+00:00,0.1472,0.1475,0.142,0.1451,40753278.0
2025-01-17 13:00:00+00:00,0.145,0.1457,0.1405,0.1442,29125625.0
2025-01-17 13:15:00+00:00,0.1443,0.1489,0.1435,0.1458,27586425.0
2025-01-17 13:30:00+00:00,0.1458,0.1478,0.1439,0.1467,18725137.0
2025-01-17 13:45:00+00:00,0.1467,0.1495,0.1435,0.1472,33236629.0
2025-01-17 14:00:00+00:00,0.1471,0.1477,0.14,0.1412,30982851.0
2025-01-17 14:15:00+00:00,0.141,0.1431,0.138,0.139,29961134.0
2025-01-17 14:30:00+00:00,0.139,0.1414,0.129,0.132,66441408.0
2025-01-17 14:45:00+00:00,0.1321,0.1331,0.1256,0.1296,42149727.0
2025-01-17 15:00:00+00:00,0.1295,0.1327,0.125,0.127,45553177.0
2025-01-17 15:15:00+00:00,0.127,0.13,0.1255,0.1261,35489456.0
2025-01-17 15:30:00+00:00,0.1261,0.128,0.1188,0.1202,50822221.0
2025-01-17 15:45:00+00:00,0.1202,0.1222,0.1165,0.1181,41643297.0
2025-01-17 16:00:00+00:00,0.1181,0.1238,0.117,0.1226,41612081.0
2025-01-17 16:15:00+00:00,0.1225,0.124,0.1193,0.122,30674486.0
2025-01-17 16:30:00+00:00,0.122,0.128,0.12,0.125,35303547.0
2025-01-17 16:45:00+00:00,0.125,0.1271,0.125,0.126,18851418.0
2025-01-17 17:00:00+00:00,0.126,0.1287,0.1222,0.1259,22364840.0
2025-01-17 17:15:00+00:00,0.126,0.1274,0.1239,0.1267,19060932.0
2025-01-17 17:30:00+00:00,0.1266,0.1269,0.12,0.1201,22204151.0
2025-01-17 17:45:00+00:00,0.1202,0.1224,0.12,0.1207,10766008.0
2025-01-17 18:00:00+00:00,0.1206,0.1236,0.12,0.1227,12798162.0
2025-01-17 18:15:00+00:00,0.1227,0.1231,0.1207,0.1221,7680547.0
2025-01-17 18:30:00+00:00,0.1221,0.1232,0.1214,0.1222,7024274.0
2025-01-17 18:45:00+00:00,0.1222,0.1229,0.1215,0.1217,4947009.0
